country,date,sentiment,Imports,Exports,immigrants,percPop,emigrants,kilometers,miles,ideology,rsf
Poland,2022-05-06,0.03076923076923075,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-05-06,0.0,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-05-06,0.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Saint Lucia,2022-05-06,0.0,,,,,,,,,
Saudi Arabia,2022-05-06,0.0,176730000.0,779550000.0,13454842.0,38.65,299268.0,2986.0,1855.0,0.0,33.0
Slovakia,2022-05-06,0.0,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
Slovenia,2022-05-06,,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
South Africa,2022-05-06,0.0,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
Spain,2022-05-06,0.09236111111111112,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-05-06,0.1,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-05-06,0.0,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-05-06,0.0,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Trinidad and Tobago,2022-05-06,-0.03888888888888885,,,,,,,,,
Turkey,2022-05-06,0.05,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-05-06,0.015426997245179052,,,,,,,,,
United Arab Emirates,2022-05-06,0.0,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-05-06,0.0808242196400091,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-05-06,0.08458792470156105,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Uruguay,2022-05-06,0.0,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
Zimbabwe,2022-05-06,0.0,2420000.0,40920.0,416141.0,2.8,1243314.0,7497.0,4658.0,1.0,44.0
Argentina,2022-05-07,0.025,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-05-07,0.0863419913419913,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-05-07,0.1833333333333333,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Bahamas,2022-05-07,0.0,12600.0,197610.0,63583.0,16.17,53793.0,9211.0,5723.0,,
Bangladesh,2022-05-07,-0.25,123310000.0,250570000.0,2115408.0,1.28,7401763.0,5813.0,3612.0,1.0,36.0
Belgium,2022-05-07,-0.01966666666666666,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Brazil,2022-05-07,0.07777777777777777,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Cabo Verde,2022-05-07,0.05,,,,,,,,,
Cambodia,2022-05-07,,26730000.0,2370000.0,79341.0,0.47,1104819.0,7775.0,4831.0,1.0,43.0
Canada,2022-05-07,-0.08511904761904764,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Central African Republic,2022-05-07,0.4333333333333333,486980.0,1390000.0,88546.0,1.83,816668.0,4744.0,2948.0,1.0,56.0
Cuba,2022-05-07,0.0,1590000.0,3490000.0,3024.0,0.03,1757300.0,9538.0,5927.0,0.0,27.0
Czechia,2022-05-07,0.0,,,,,,,,,
Denmark,2022-05-07,0.0,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Dominican Republic,2022-05-07,0.0,7250000.0,360740000.0,603794.0,5.57,1608567.0,9263.0,5756.0,2.0,
Ecuador,2022-05-07,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Finland,2022-05-07,0.0993632756132756,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-05-07,0.16998895202020203,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-05-07,0.13070707070707072,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Ghana,2022-05-07,0.0,129940000.0,136990000.0,476412.0,1.53,1004324.0,5415.0,3365.0,2.0,67.0
Greece,2022-05-07,0.1,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
India,2022-05-07,0.10978664192949905,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Ireland,2022-05-07,0.3125,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Israel,2022-05-07,-0.2,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-05-07,0.2088888888888889,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-05-07,0.10000000000000002,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kenya,2022-05-07,0.0,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
"Korea, Republic of",2022-05-07,-0.1638888888888889,,,,,,,,,
Latvia,2022-05-07,0.09292929292929293,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lesotho,2022-05-07,0.2,1320.0,6100.0,12060.0,0.56,202164.0,8677.0,5392.0,2.0,
Lithuania,2022-05-07,0.19166666666666665,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Malaysia,2022-05-07,0.375,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Morocco,2022-05-07,,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
New Zealand,2022-05-07,0.1666666666666666,23900000.0,11800000.0,1381724.0,28.65,806159.0,17058.0,10599.0,3.0,83.0
Nicaragua,2022-05-07,0.1,1780000.0,183860.0,42167.0,0.64,718154.0,10781.0,6699.0,1.0,37.0
Nigeria,2022-05-07,0.1375,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Norway,2022-05-07,0.35,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-05-07,,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Philippines,2022-05-07,0.1045673076923077,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-05-07,0.24642857142857144,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-05-07,0.1393939393939394,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-05-07,0.35,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russian Federation,2022-05-07,0.0,,,,,,,,,
Seychelles,2022-05-07,0.0,283620.0,678930.0,13050.0,13.27,29258.0,6356.0,3949.0,3.0,83.0
Sierra Leone,2022-05-07,0.0863419913419913,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Slovakia,2022-05-07,0.0,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
South Africa,2022-05-07,0.1,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
Spain,2022-05-07,0.0333333333333333,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-05-07,0.0,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-05-07,-0.033333333333333354,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Syrian Arab Republic,2022-05-07,,,,,,,,,,
"Taiwan, Province of China",2022-05-07,0.0,,,,,,,,,
"Tanzania, United Republic of",2022-05-07,-0.1277777777777777,,,,,,,,,
Thailand,2022-05-07,-0.25,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Turkey,2022-05-07,0.4,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-05-07,0.08269230769230769,,,,,,,,,
United Kingdom,2022-05-07,0.0316061507936508,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-05-07,0.049656829684003596,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Uruguay,2022-05-07,,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-05-07,0.1,,,,,,,,,
Australia,2022-05-08,0.25,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-05-08,,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-05-08,0.0,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Belize,2022-05-08,0.0,1120000.0,69180.0,62043.0,15.6,52756.0,10602.0,6588.0,,
Bhutan,2022-05-08,0.0,,9880.0,53612.0,6.95,51998.0,5530.0,3436.0,3.0,
"Bolivia, Plurinational State of",2022-05-08,,,,,,,,,,
Bosnia and Herzegovina,2022-05-08,0.0,,,,,,,,,
Brazil,2022-05-08,,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Canada,2022-05-08,0.03779761904761904,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-05-08,1.0,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
China,2022-05-08,0.0,10640000000.0,7990000000.0,1039675.0,0.07,10461170.0,5947.0,3695.0,0.0,25.0
Denmark,2022-05-08,0.0,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Djibouti,2022-05-08,,3110000.0,82550000.0,119738.0,12.12,18365.0,4200.0,2610.0,1.0,35.0
Ecuador,2022-05-08,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Egypt,2022-05-08,0.325,144920000.0,1910000000.0,543937.0,0.53,3610461.0,2397.0,1489.0,1.0,30.0
Equatorial Guinea,2022-05-08,0.0,,2630000.0,230618.0,16.44,128774.0,5568.0,3460.0,1.0,43.0
Estonia,2022-05-08,0.3333333333333333,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Ethiopia,2022-05-08,0.1,6560000.0,245730000.0,1085517.0,0.94,946129.0,4449.0,2764.0,1.0,50.0
Finland,2022-05-08,0.2791666666666667,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-05-08,-0.0287037037037037,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-05-08,-0.5,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-05-08,0.019610389610389602,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-05-08,0.2125,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Hungary,2022-05-08,,1520000000.0,1580000000.0,584567.0,6.05,714420.0,881.0,547.0,1.0,59.0
India,2022-05-08,0.08333333333333333,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-05-08,0.21666666666666665,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Ireland,2022-05-08,,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Israel,2022-05-08,0.1,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-05-08,0.16805555555555554,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-05-08,0.16666666666666666,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Jordan,2022-05-08,0.0,7620000.0,193810000.0,3457691.0,33.89,814909.0,2025.0,1258.0,0.0,
Kazakhstan,2022-05-08,,806180000.0,424540000.0,3732073.0,19.88,4203899.0,2626.0,1632.0,1.0,48.0
Lebanon,2022-05-08,,4400000.0,386040000.0,1712762.0,25.09,856814.0,1661.0,1032.0,1.0,46.0
Lithuania,2022-05-08,0.0,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Macedonia,2022-05-08,0.2,21530000.0,120710000.0,,,,1055.0,656.0,2.0,68.0
Malaysia,2022-05-08,0.0,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Maldives,2022-05-08,-0.175,1290000.0,2980000.0,70079.0,12.96,3715.0,6552.0,4071.0,2.0,
Mali,2022-05-08,0.4,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Mexico,2022-05-08,0.0,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Nepal,2022-05-08,,31580.0,20470000.0,487564.0,1.67,2599701.0,5001.0,3107.0,2.0,62.0
Netherlands,2022-05-08,0.016666666666666666,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
New Zealand,2022-05-08,0.25,23900000.0,11800000.0,1381724.0,28.65,806159.0,17058.0,10599.0,3.0,83.0
Norway,2022-05-08,,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-05-08,0.1,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Panama,2022-05-08,-0.16875,4300000.0,5000000.0,313165.0,7.26,139520.0,10867.0,6752.0,2.0,
Philippines,2022-05-08,0.18000000000000002,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-05-08,0.0,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-05-08,-0.03333333333333333,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-05-08,0.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Seychelles,2022-05-08,0.0,283620.0,678930.0,13050.0,13.27,29258.0,6356.0,3949.0,3.0,83.0
Sierra Leone,2022-05-08,,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Slovenia,2022-05-08,-0.3333333333333333,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
South Africa,2022-05-08,-0.1,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
South Sudan,2022-05-08,0.0,6000.0,3930000.0,882252.0,7.88,2575870.0,4615.0,2868.0,0.0,47.0
Spain,2022-05-08,0.05555555555555553,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-05-08,0.1833333333333333,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-05-08,0.1428571428571428,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-05-08,0.7,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Syrian Arab Republic,2022-05-08,0.0,,,,,,,,,
Thailand,2022-05-08,-0.125,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Trinidad and Tobago,2022-05-08,0.0,,,,,,,,,
Turkey,2022-05-08,,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Ukraine,2022-05-08,0.008946608946608939,,,,,,,,,
United Kingdom,2022-05-08,0.07494203397612488,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-05-08,0.08593802769334685,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Uruguay,2022-05-08,,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-05-08,0.0,,,,,,,,,
Antarctica,2022-05-09,-0.25,,,,,,,,,
Argentina,2022-05-09,0.48954545454545456,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-05-09,0.0,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-05-09,0.0,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-05-09,0.01875,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Belize,2022-05-09,0.0,1120000.0,69180.0,62043.0,15.6,52756.0,10602.0,6588.0,,
Bosnia and Herzegovina,2022-05-09,0.0,,,,,,,,,
Burkina Faso,2022-05-09,0.35,183380.0,30680000.0,723989.0,3.46,1599347.0,5027.0,3124.0,2.0,73.0
Cameroon,2022-05-09,,863760.0,99460000.0,579209.0,2.18,441015.0,4892.0,3040.0,1.0,49.0
Canada,2022-05-09,-0.029166666666666674,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chad,2022-05-09,0.425,1740.0,4220000.0,547494.0,3.33,222303.0,3834.0,2382.0,0.0,56.0
Chile,2022-05-09,0.0,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Colombia,2022-05-09,,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Croatia,2022-05-09,0.375,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Czechia,2022-05-09,0.08,,,,,,,,,
Denmark,2022-05-09,0.04261363636363635,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Djibouti,2022-05-09,,3110000.0,82550000.0,119738.0,12.12,18365.0,4200.0,2610.0,1.0,35.0
Ecuador,2022-05-09,-0.02777777777777775,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Estonia,2022-05-09,0.0,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Finland,2022-05-09,0.3666666666666666,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-05-09,0.006597222222222237,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-05-09,0.5,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-05-09,0.08035714285714286,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Ghana,2022-05-09,0.025,129940000.0,136990000.0,476412.0,1.53,1004324.0,5415.0,3365.0,2.0,67.0
Greece,2022-05-09,-0.2,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Guatemala,2022-05-09,-0.2333333333333333,67270000.0,53900000.0,84311.0,0.47,1368431.0,10836.0,6733.0,2.0,
Guinea,2022-05-09,,140430000.0,19170000.0,121437.0,0.92,550790.0,5715.0,3551.0,0.0,59.0
Honduras,2022-05-09,0.375,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
India,2022-05-09,-0.14166666666666664,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-05-09,0.5,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
"Iran, Islamic Republic of",2022-05-09,,,,,,,,,,
Ireland,2022-05-09,0.2347222222222222,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-05-09,0.1125,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-05-09,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Latvia,2022-05-09,0.01944444444444447,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lithuania,2022-05-09,0.0,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Macedonia,2022-05-09,0.0,21530000.0,120710000.0,,,,1055.0,656.0,2.0,68.0
Malaysia,2022-05-09,0.0,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mali,2022-05-09,0.0595238095238095,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Mexico,2022-05-09,-0.5,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Nepal,2022-05-09,0.1,31580.0,20470000.0,487564.0,1.67,2599701.0,5001.0,3107.0,2.0,62.0
Netherlands,2022-05-09,-0.1333333333333333,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
New Zealand,2022-05-09,-0.1,23900000.0,11800000.0,1381724.0,28.65,806159.0,17058.0,10599.0,3.0,83.0
Nigeria,2022-05-09,0.0,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Pakistan,2022-05-09,0.0,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
"Palestine, State of",2022-05-09,0.0,,,,,,,,,
Panama,2022-05-09,-0.2125,4300000.0,5000000.0,313165.0,7.26,139520.0,10867.0,6752.0,2.0,
Philippines,2022-05-09,0.045454545454545435,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-05-09,0.2,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Sierra Leone,2022-05-09,0.0,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Singapore,2022-05-09,0.05,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
Slovakia,2022-05-09,0.0,927180000.0,948560000.0,197161.0,3.61,419651.0,844.0,524.0,2.0,78.0
Slovenia,2022-05-09,-0.1,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
Solomon Islands,2022-05-09,0.0,,,2520.0,0.37,4270.0,13621.0,8464.0,2.0,
Spain,2022-05-09,-0.06076388888888887,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-05-09,,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-05-09,-0.05833333333333337,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-05-09,0.0,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Syria,2022-05-09,,21130000.0,3270000.0,868711.0,4.96,8457214.0,1642.0,1020.0,0.0,28.0
Thailand,2022-05-09,,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Trinidad and Tobago,2022-05-09,0.0,,,,,,,,,
Turkey,2022-05-09,0.25,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Uganda,2022-05-09,-0.5,7370000.0,7560000.0,1720313.0,3.76,781440.0,5228.0,3249.0,1.0,
Ukraine,2022-05-09,0.09895833333333334,,,,,,,,,
United Kingdom,2022-05-09,-0.0032552083333333335,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-05-09,0.02664902998236332,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
United States Minor Outlying Islands,2022-05-09,0.0,,,,,,,,,
"Venezuela, Bolivarian Republic of",2022-05-09,0.0999999999999999,,,,,,,,,
Virgin Islands (US),2022-05-09,0.1,,,,,,,,,
Algeria,2022-06-01,-0.8,44780000.0,410230000.0,250378.0,0.57,2022337.0,3392.0,2108.0,1.0,45.0
Argentina,2022-06-01,0.0,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-06-01,0.15297619047619046,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-06-01,0.0,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Bahamas,2022-06-01,0.3571428571428571,12600.0,197610.0,63583.0,16.17,53793.0,9211.0,5723.0,,
Bangladesh,2022-06-01,,123310000.0,250570000.0,2115408.0,1.28,7401763.0,5813.0,3612.0,1.0,36.0
Belgium,2022-06-01,-0.13333333333333333,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Cameroon,2022-06-01,0.1,863760.0,99460000.0,579209.0,2.18,441015.0,4892.0,3040.0,1.0,49.0
Canada,2022-06-01,-0.03703703703703705,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-06-01,-0.875,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Croatia,2022-06-01,0.2,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Czechia,2022-06-01,-0.2,,,,,,,,,
Denmark,2022-06-01,0.3525372023809524,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Ecuador,2022-06-01,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Estonia,2022-06-01,0.2,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Finland,2022-06-01,0.16874999999999998,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-06-01,0.07500000000000001,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-06-01,0.1025,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-06-01,0.25,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
India,2022-06-01,0.5,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-06-01,-0.1291666666666666,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Israel,2022-06-01,0.5,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-06-01,0.08583333333333332,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-06-01,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
